zip,province,building_type,bedroom,construction_Year,price,heating_type,land_surface
7951,Hainaut,HOUSE,3,2020,229900,GAS,370
7800,Hainaut,HOUSE,2,1965,308000,FUELOIL,770
7700,Hainaut,HOUSE,6,1978,459000,GAS,665
6001,Hainaut,HOUSE,3,2022,480000,GAS,815
7060,Hainaut,HOUSE,4,1965,249500,GAS,405
6141,Hainaut,HOUSE,3,1876,220000,FUELOIL,225
6150,Hainaut,HOUSE,4,1923,189000,GAS,90
6180,Hainaut,HOUSE,4,1875,299000,GAS,230
6200,Hainaut,HOUSE,3,1918,175000,GAS,230
6230,Hainaut,HOUSE,4,1999,515000,FUELOIL,1248
7520,Hainaut,HOUSE,6,1850,990000,GAS,1100
6250,Hainaut,HOUSE,4,1972,249999,FUELOIL,480
6250,Hainaut,HOUSE,5,2011,440000,GAS,620
6210,Hainaut,HOUSE,5,1993,655000,FUELOIL,2436
6500,Hainaut,HOUSE,4,1997,397000,FUELOIL,1115
6040,Hainaut,HOUSE,3,1973,240000,FUELOIL,1957
6180,Hainaut,HOUSE,5,1899,249900,GAS,1140
6230,Hainaut,HOUSE,3,1976,349900,GAS,1857
6240,Hainaut,HOUSE,2,1980,255000,FUELOIL,740
6220,Hainaut,HOUSE,2,1942,150000,FUELOIL,316
7830,Hainaut,HOUSE,3,1972,285000,FUELOIL,1440
7034,Hainaut,HOUSE,3,2022,217000,GAS,443
6567,Hainaut,HOUSE,4,2016,286000,GAS,554
6041,Hainaut,HOUSE,2,1875,79000,GAS,211
7950,Hainaut,HOUSE,3,2021,189900,GAS,450
6280,Hainaut,HOUSE,4,1975,300000,ELECTRIC,2855
7110,Hainaut,HOUSE,6,1998,325000,GAS,258
7370,Hainaut,HOUSE,4,2020,299000,GAS,250
7340,Hainaut,HOUSE,3,1977,180000,GAS,200
7180,Hainaut,HOUSE,3,1973,315000,WOOD,2129
7170,Hainaut,HOUSE,2,2011,199000,GAS,190
7500,Hainaut,HOUSE,4,1920,175000,GAS,520
6180,Hainaut,HOUSE,3,1950,165000,GAS,321
6210,Hainaut,HOUSE,3,1984,325000,GAS,1021
6230,Hainaut,HOUSE,6,1960,595000,FUELOIL,2229
6020,Hainaut,HOUSE,3,1900,109000,FUELOIL,155
6567,Hainaut,HOUSE,3,1989,365000,ELECTRIC,1250
7890,Hainaut,HOUSE,2,2003,790000,FUELOIL,23323
7801,Hainaut,HOUSE,4,1960,314500,FUELOIL,1760
7700,Hainaut,HOUSE,4,1930,429000,GAS,4088
7700,Hainaut,HOUSE,3,1935,115000,GAS,195
7700,Hainaut,HOUSE,3,1950,265000,GAS,199
7700,Hainaut,HOUSE,3,1950,189000,GAS,120
7040,Hainaut,HOUSE,4,2010,535000,GAS,1371
7130,Hainaut,HOUSE,6,1965,890000,FUELOIL,12530
6560,Hainaut,HOUSE,4,1800,380000,PELLET,15000
6530,Hainaut,HOUSE,3,1998,369000,FUELOIL,1678
7090,Hainaut,HOUSE,4,2022,382500,GAS,334
6200,Hainaut,HOUSE,4,1974,230000,FUELOIL,329
6030,Hainaut,HOUSE,3,2021,214200,GAS,110
7340,Hainaut,HOUSE,3,1874,179500,FUELOIL,368
7080,Hainaut,HOUSE,4,1945,190000,GAS,250
7600,Hainaut,HOUSE,3,2022,255800,GAS,596
7030,Hainaut,HOUSE,3,1968,275000,FUELOIL,667
6590,Hainaut,HOUSE,4,1900,238000,PELLET,1205
7711,Hainaut,HOUSE,5,1971,397000,FUELOIL,1290
7730,Hainaut,HOUSE,4,1935,275000,GAS,310
7090,Hainaut,HOUSE,3,1940,220000,GAS,75
7700,Hainaut,HOUSE,3,1930,105000,ELECTRIC,60
7800,Hainaut,HOUSE,2,1955,240000,FUELOIL,765
6030,Hainaut,HOUSE,3,2021,264000,GAS,210
7730,Hainaut,HOUSE,3,1961,179000,GAS,500
6530,Hainaut,HOUSE,6,1965,890000,FUELOIL,12530
7700,Hainaut,HOUSE,4,2016,599000,GAS,744
7033,Hainaut,HOUSE,3,1924,300000,GAS,420
6020,Hainaut,HOUSE,3,1950,144900,FUELOIL,169
7850,Hainaut,HOUSE,3,1972,680000,FUELOIL,1480
6230,Hainaut,HOUSE,5,1918,329900,GAS,515
7971,Hainaut,HOUSE,3,1995,299000,FUELOIL,905
6043,Hainaut,HOUSE,2,1993,1234567,ELECTRIC,1199
7170,Hainaut,HOUSE,2,1950,199000,FUELOIL,475
7730,Hainaut,HOUSE,3,1935,139000,GAS,480
6061,Hainaut,HOUSE,2,1932,120000,GAS,136
6220,Hainaut,HOUSE,4,2004,555000,FUELOIL,969
7620,Hainaut,HOUSE,2,1960,159000,PELLET,87
6220,Hainaut,HOUSE,4,1971,259500,FUELOIL,700
7850,Hainaut,HOUSE,4,1982,645000,FUELOIL,2763
6534,Hainaut,HOUSE,3,1970,225000,FUELOIL,562
6280,Hainaut,HOUSE,4,1850,299000,FUELOIL,833
6030,Hainaut,HOUSE,3,2021,217500,GAS,126
7850,Hainaut,HOUSE,2,1900,195000,FUELOIL,430
6000,Hainaut,HOUSE,4,1892,345000,GAS,480
7972,Hainaut,HOUSE,4,1900,165000,GAS,247
6030,Hainaut,HOUSE,3,2021,214800,GAS,113
6030,Hainaut,HOUSE,3,2021,259600,GAS,247
6030,Hainaut,HOUSE,3,2021,254700,GAS,273
6040,Hainaut,HOUSE,4,1905,159999,GAS,125
6567,Hainaut,HOUSE,3,1904,260000,GAS,668
7181,Hainaut,HOUSE,4,2023,519900,GAS,427
6030,Hainaut,HOUSE,3,2021,277300,GAS,205
6230,Hainaut,HOUSE,3,1920,199000,FUELOIL,745
7100,Hainaut,HOUSE,3,2017,475000,GAS,1500
7900,Hainaut,HOUSE,4,2004,270000,FUELOIL,920
7700,Hainaut,HOUSE,5,1930,285000,GAS,186
6040,Hainaut,HOUSE,4,2002,390000,GAS,1155
7531,Hainaut,HOUSE,5,1885,399000,FUELOIL,3150
6150,Hainaut,HOUSE,3,2010,239000,GAS,178
6238,Hainaut,HOUSE,3,1971,199900,FUELOIL,375
6220,Hainaut,HOUSE,5,1962,650000,FUELOIL,2500
6001,Hainaut,HOUSE,3,1951,124999,GAS,380
7370,Hainaut,HOUSE,3,2020,205000,GAS,230
7618,Hainaut,HOUSE,3,1950,180000,FUELOIL,1530
7700,Hainaut,HOUSE,4,1930,329000,GAS,948
6040,Hainaut,HOUSE,3,1900,134999,GAS,204
6040,Hainaut,HOUSE,6,1968,399000,GAS,230
7330,Hainaut,HOUSE,4,1973,165000,GAS,430
6140,Hainaut,HOUSE,3,1990,135000,GAS,596
7500,Hainaut,HOUSE,5,1950,345000,GAS,140
7110,Hainaut,HOUSE,3,1980,309000,GAS,700
7061,Hainaut,HOUSE,3,1996,430000,FUELOIL,1700
7110,Hainaut,HOUSE,2,1890,110000,GAS,315
6200,Hainaut,HOUSE,4,1965,299000,FUELOIL,1238
6220,Hainaut,HOUSE,4,1930,325000,GAS,220
7131,Hainaut,HOUSE,3,1969,198000,FUELOIL,508
7181,Hainaut,HOUSE,3,1900,185000,WOOD,1137
6596,Hainaut,HOUSE,4,2012,298000,PELLET,1352
7012,Hainaut,HOUSE,2,1967,149000,GAS,58
7380,Hainaut,HOUSE,3,1975,180000,GAS,510
6460,Hainaut,HOUSE,4,1964,350000,FUELOIL,788
6230,Hainaut,HOUSE,3,1996,375000,ELECTRIC,665
7180,Hainaut,HOUSE,7,1907,535000,GAS,470
7520,Hainaut,HOUSE,7,2000,2200000,FUELOIL,13931
7190,Hainaut,HOUSE,5,1975,400000,FUELOIL,1000
6061,Hainaut,HOUSE,2,1875,99000,GAS,330
7784,Hainaut,HOUSE,4,2019,275000,GAS,252
7340,Hainaut,HOUSE,3,1966,155000,FUELOIL,1240
7712,Hainaut,HOUSE,3,1950,179000,GAS,175
7062,Hainaut,HOUSE,4,2021,340000,GAS,342
6000,Hainaut,HOUSE,3,1950,249000,GAS,280
6280,Hainaut,HOUSE,4,1975,749000,FUELOIL,22110
6120,Hainaut,HOUSE,5,1996,850000,FUELOIL,2672
7850,Hainaut,HOUSE,3,2021,295000,GAS,300
7134,Hainaut,HOUSE,2,1970,150000,GAS,27
7730,Hainaut,HOUSE,3,1930,169000,GAS,405
7040,Hainaut,HOUSE,5,1975,345000,FUELOIL,1390
7900,Hainaut,HOUSE,2,2003,420000,FUELOIL,2140
6001,Hainaut,HOUSE,5,1930,298000,GAS,280
7090,Hainaut,HOUSE,5,1999,875000,FUELOIL,6347
7340,Hainaut,HOUSE,3,2021,115000,GAS,300
7500,Hainaut,HOUSE,6,1910,540000,FUELOIL,731
6001,Hainaut,HOUSE,3,1995,300000,FUELOIL,1066
7712,Hainaut,HOUSE,4,1930,185000,GAS,233
6000,Hainaut,HOUSE,3,1950,250000,FUELOIL,537
7000,Hainaut,HOUSE,5,1890,475000,FUELOIL,850
6061,Hainaut,HOUSE,1,1908,69999,GAS,141
6061,Hainaut,HOUSE,5,1900,139999,FUELOIL,100
6040,Hainaut,HOUSE,3,2012,219000,GAS,157
7110,Hainaut,HOUSE,4,1934,195000,GAS,300
7603,Hainaut,HOUSE,2,1850,75000,FUELOIL,290
6000,Hainaut,HOUSE,8,1910,495000,GAS,240
7011,Hainaut,HOUSE,5,1950,1150000,FUELOIL,76050
6150,Hainaut,HOUSE,2,1930,69999,GAS,275
7860,Hainaut,HOUSE,2,1999,342000,GAS,2183
7141,Hainaut,HOUSE,3,2011,325000,GAS,480
6220,Hainaut,HOUSE,4,1957,179900,FUELOIL,340
7850,Hainaut,HOUSE,3,2021,320000,GAS,456
7141,Hainaut,HOUSE,2,1978,175000,GAS,254
7700,Hainaut,HOUSE,4,2009,990000,GAS,1708
7972,Hainaut,HOUSE,2,1875,75000,FUELOIL,429
7850,Hainaut,HOUSE,3,2021,325000,GAS,368
6044,Hainaut,HOUSE,2,1970,250000,FUELOIL,472
6030,Hainaut,HOUSE,3,1903,129999,FUELOIL,810
6041,Hainaut,HOUSE,5,1900,200000,GAS,115
7012,Hainaut,HOUSE,2,1954,179000,FUELOIL,375
7610,Hainaut,HOUSE,4,1933,319000,FUELOIL,1213
6060,Hainaut,HOUSE,2,1940,149999,GAS,182
7060,Hainaut,HOUSE,3,1961,200000,FUELOIL,785
6200,Hainaut,HOUSE,3,1850,60000,FUELOIL,125
7904,Hainaut,HOUSE,3,1950,325000,FUELOIL,1050
7850,Hainaut,HOUSE,5,1970,310000,FUELOIL,327
7530,Hainaut,HOUSE,2,1920,130000,GAS,545
7060,Hainaut,HOUSE,3,2023,359000,GAS,269
7100,Hainaut,HOUSE,3,1950,190000,GAS,245
6040,Hainaut,HOUSE,4,1930,189000,GAS,290
7040,Hainaut,HOUSE,3,1968,270000,FUELOIL,5442
7022,Hainaut,HOUSE,3,1975,285000,GAS,821
7540,Hainaut,HOUSE,3,2022,425000,GAS,202
7190,Hainaut,HOUSE,5,1999,875000,FUELOIL,6347
6001,Hainaut,HOUSE,3,1830,99999,GAS,210
7340,Hainaut,HOUSE,2,1880,35000,FUELOIL,90
6224,Hainaut,HOUSE,3,1990,109999,GAS,100
6238,Hainaut,HOUSE,3,1899,279900,GAS,420
7040,Hainaut,HOUSE,4,1850,525000,GAS,710
7090,Hainaut,HOUSE,2,1960,175000,GAS,85
7100,Hainaut,HOUSE,5,1947,365000,GAS,403
7800,Hainaut,HOUSE,5,1875,395000,FUELOIL,1500
6230,Hainaut,HOUSE,2,1979,250000,WOOD,986
6210,Hainaut,HOUSE,3,2013,450000,GAS,1000
7700,Hainaut,HOUSE,3,1930,199000,GAS,475
7134,Hainaut,HOUSE,3,2011,199000,GAS,413
6020,Hainaut,HOUSE,2,1950,159999,FUELOIL,350
7862,Hainaut,HOUSE,4,2015,375000,GAS,720
7180,Hainaut,HOUSE,2,1905,199000,GAS,330
7620,Hainaut,HOUSE,2,1935,98000,FUELOIL,230
6031,Hainaut,HOUSE,3,1950,119000,GAS,127
7500,Hainaut,HOUSE,5,1907,340000,GAS,216
6000,Hainaut,HOUSE,4,2022,360000,GAS,700
6530,Hainaut,HOUSE,4,1967,360000,FUELOIL,1035
7100,Hainaut,HOUSE,5,1950,179000,GAS,260
6200,Hainaut,HOUSE,3,1930,184999,GAS,118
7700,Hainaut,HOUSE,7,1935,249000,GAS,170
7060,Hainaut,HOUSE,4,1971,229500,GAS,75
7700,Hainaut,HOUSE,3,1989,315000,GAS,501
7850,Hainaut,HOUSE,4,1974,745000,FUELOIL,3243
7700,Hainaut,HOUSE,6,1930,279000,GAS,345
7860,Hainaut,HOUSE,3,1953,650000,GAS,10000
6020,Hainaut,HOUSE,5,1950,119000,FUELOIL,55
6280,Hainaut,HOUSE,3,2021,317000,GAS,689
7000,Hainaut,HOUSE,3,1955,349000,GAS,4030
7300,Hainaut,HOUSE,4,1950,190000,GAS,220
6150,Hainaut,HOUSE,3,1895,189999,GAS,650
7643,Hainaut,HOUSE,1,1850,150000,FUELOIL,600
6040,Hainaut,HOUSE,3,1920,215000,FUELOIL,451
7711,Hainaut,HOUSE,3,1956,320000,GAS,915
7900,Hainaut,HOUSE,3,1935,152000,GAS,760
7700,Hainaut,HOUSE,2,2004,279000,GAS,260
6238,Hainaut,HOUSE,2,1965,259000,FUELOIL,480
6040,Hainaut,HOUSE,4,1950,229000,GAS,237
7063,Hainaut,HOUSE,2,1935,190000,FUELOIL,372
6460,Hainaut,HOUSE,4,2012,298000,PELLET,1352
6280,Hainaut,HOUSE,3,2021,349400,GAS,595
7900,Hainaut,HOUSE,3,2008,440000,GAS,1085
7110,Hainaut,HOUSE,3,1981,375000,GAS,463
7700,Hainaut,HOUSE,3,1930,169000,GAS,394
7170,Hainaut,HOUSE,3,2018,299000,GAS,947
6142,Hainaut,HOUSE,4,1995,339999,FUELOIL,820
6020,Hainaut,HOUSE,3,1895,150000,GAS,122
6280,Hainaut,HOUSE,4,1990,385000,FUELOIL,717
7110,Hainaut,HOUSE,3,1990,288000,FUELOIL,425
6200,Hainaut,HOUSE,3,1960,270000,FUELOIL,866
7181,Hainaut,HOUSE,2,1952,150000,FUELOIL,219
6030,Hainaut,HOUSE,2,1970,89999,ELECTRIC,202
6061,Hainaut,HOUSE,4,1958,219000,GAS,216
7860,Hainaut,HOUSE,2,2020,235000,GAS,2800
7170,Hainaut,HOUSE,3,1933,240000,GAS,210
7170,Hainaut,HOUSE,2,1920,149999,PELLET,250
7060,Hainaut,HOUSE,4,1770,157500,GAS,105
6150,Hainaut,HOUSE,4,2020,147000,GAS,380
7062,Hainaut,HOUSE,3,2022,350000,GAS,579
7060,Hainaut,HOUSE,3,2023,359000,GAS,253
7387,Hainaut,HOUSE,3,1965,690000,FUELOIL,12800
7060,Hainaut,HOUSE,4,2023,377000,GAS,414
6030,Hainaut,HOUSE,3,1960,179999,FUELOIL,1200
7712,Hainaut,HOUSE,3,1998,398000,GAS,849
7340,Hainaut,HOUSE,3,1930,169500,GAS,240
6030,Hainaut,HOUSE,2,1930,139000,GAS,189
7090,Hainaut,HOUSE,2,1960,150000,PELLET,50
6110,Hainaut,HOUSE,4,1956,295000,FUELOIL,722
6280,Hainaut,HOUSE,3,2021,324800,GAS,592
6030,Hainaut,HOUSE,4,1950,159999,GAS,300
7730,Hainaut,HOUSE,5,2010,535000,GAS,820
7011,Hainaut,HOUSE,4,1965,519000,FUELOIL,1500
7340,Hainaut,HOUSE,8,1940,285000,FUELOIL,2110
6000,Hainaut,HOUSE,4,1899,449900,GAS,190
7850,Hainaut,HOUSE,3,1969,335000,FUELOIL,2034
7090,Hainaut,HOUSE,2,1960,185000,GAS,95
6031,Hainaut,HOUSE,3,1874,89000,GAS,110
7700,Hainaut,HOUSE,4,1950,165000,GAS,135
6010,Hainaut,HOUSE,4,1918,168000,PELLET,670
7700,Hainaut,HOUSE,4,1960,475000,FUELOIL,645
6210,Hainaut,HOUSE,5,1997,500000,FUELOIL,2721
7500,Hainaut,HOUSE,2,1950,99000,GAS,100
6032,Hainaut,HOUSE,3,1961,164500,GAS,332
6183,Hainaut,HOUSE,2,1989,325000,ELECTRIC,908
7500,Hainaut,HOUSE,5,2022,345000,GAS,200
7090,Hainaut,HOUSE,7,1971,395000,GAS,630
7810,Hainaut,HOUSE,3,2021,310000,GAS,500
7500,Hainaut,HOUSE,6,1950,425000,FUELOIL,1168
7070,Hainaut,HOUSE,5,1871,249999,PELLET,1440
7141,Hainaut,HOUSE,1,1997,125000,FUELOIL,149
7170,Hainaut,HOUSE,3,2016,260000,GAS,208
6280,Hainaut,HOUSE,7,1939,780000,FUELOIL,6750
6150,Hainaut,HOUSE,4,1930,149999,GAS,1160
7180,Hainaut,HOUSE,4,1950,299000,GAS,1752
7864,Hainaut,HOUSE,3,1970,245000,FUELOIL,537
6150,Hainaut,HOUSE,4,2020,149000,GAS,380
7600,Hainaut,HOUSE,6,1910,375000,GAS,878
6042,Hainaut,HOUSE,5,1950,179999,GAS,210
7618,Hainaut,HOUSE,3,1950,240000,FUELOIL,270
7181,Hainaut,HOUSE,2,1905,199000,GAS,330
7500,Hainaut,HOUSE,3,1919,160000,GAS,123
6280,Hainaut,HOUSE,4,1972,299000,FUELOIL,511
6280,Hainaut,HOUSE,3,1968,275000,FUELOIL,1370
7850,Hainaut,HOUSE,3,2021,310000,GAS,475
7060,Hainaut,HOUSE,4,2019,425000,GAS,510
6470,Hainaut,HOUSE,3,2022,294000,SOLAR,365
6030,Hainaut,HOUSE,4,1919,175000,FUELOIL,380
6001,Hainaut,HOUSE,4,1968,299400,FUELOIL,605
6060,Hainaut,HOUSE,2,1902,99999,PELLET,475
6200,Hainaut,HOUSE,2,1990,179999,GAS,410
7800,Hainaut,HOUSE,3,1927,385000,GAS,1636
6040,Hainaut,HOUSE,3,1964,179999,FUELOIL,1169
7700,Hainaut,HOUSE,2,1930,85000,GAS,98
7100,Hainaut,HOUSE,3,1955,209000,GAS,140
7140,Hainaut,HOUSE,3,1950,239000,GAS,565
7141,Hainaut,HOUSE,1,1850,99000,GAS,251
7387,Hainaut,HOUSE,4,2006,435000,ELECTRIC,3800
7700,Hainaut,HOUSE,6,1976,450000,GAS,665
6140,Hainaut,HOUSE,4,1983,379000,GAS,1199
6500,Hainaut,HOUSE,8,1900,795000,FUELOIL,4621
6061,Hainaut,HOUSE,3,1900,169000,GAS,644
7340,Hainaut,HOUSE,3,2013,220000,GAS,180
7822,Hainaut,HOUSE,2,1900,198000,GAS,77
6030,Hainaut,HOUSE,3,1965,239000,FUELOIL,957
7000,Hainaut,HOUSE,3,2022,279000,GAS,425
7520,Hainaut,HOUSE,4,1967,485000,FUELOIL,2690
7020,Hainaut,HOUSE,3,1967,220000,FUELOIL,1100
7500,Hainaut,HOUSE,5,1955,820000,GAS,1200
7100,Hainaut,HOUSE,2,1936,172500,GAS,299
7134,Hainaut,HOUSE,5,1900,199000,GAS,1117
7070,Hainaut,HOUSE,5,1945,375000,FUELOIL,960
7060,Hainaut,HOUSE,3,2023,359000,GAS,264
6470,Hainaut,HOUSE,8,1850,512000,FUELOIL,20284
6061,Hainaut,HOUSE,3,1958,170000,GAS,350
7620,Hainaut,HOUSE,4,2001,410000,FUELOIL,1183
7024,Hainaut,HOUSE,3,1960,125000,GAS,780
6250,Hainaut,HOUSE,4,1995,399000,FUELOIL,1058
6180,Hainaut,HOUSE,5,1980,325000,GAS,1000
6000,Hainaut,HOUSE,4,1950,299999,GAS,320
6041,Hainaut,HOUSE,4,1978,320000,GAS,470
6044,Hainaut,HOUSE,4,1874,189900,GAS,580
6210,Hainaut,HOUSE,2,1918,150000,FUELOIL,350
7080,Hainaut,HOUSE,5,1975,265000,FUELOIL,682
6220,Hainaut,HOUSE,4,1950,295000,PELLET,2525
7040,Hainaut,HOUSE,5,1942,125000,FUELOIL,871
7850,Hainaut,HOUSE,3,2007,395000,GAS,336
7950,Hainaut,HOUSE,3,2021,245000,GAS,387
7090,Hainaut,HOUSE,2,1985,275000,ELECTRIC,175
7608,Hainaut,HOUSE,4,1900,95000,ELECTRIC,1295
7730,Hainaut,HOUSE,5,1999,520000,GAS,1600
6470,Hainaut,HOUSE,3,2009,300000,WOOD,1250
6020,Hainaut,HOUSE,2,1950,89999,FUELOIL,345
6181,Hainaut,HOUSE,2,1900,145000,GAS,175
7090,Hainaut,HOUSE,3,1979,1295000,FUELOIL,22350
6030,Hainaut,HOUSE,6,1940,149999,GAS,182
7322,Hainaut,HOUSE,3,1995,395000,FUELOIL,3000
7061,Hainaut,HOUSE,4,1800,299000,FUELOIL,5375
6500,Hainaut,HOUSE,1,1900,185000,FUELOIL,1493
7301,Hainaut,HOUSE,3,1986,230000,GAS,330
6061,Hainaut,HOUSE,3,1975,170000,ELECTRIC,1184
7011,Hainaut,HOUSE,4,1977,310000,FUELOIL,1530
7000,Hainaut,HOUSE,3,1998,650000,GAS,3900
6041,Hainaut,HOUSE,3,1920,250000,GAS,350
6044,Hainaut,HOUSE,3,2022,278000,WOOD,234
7131,Hainaut,HOUSE,3,1965,295000,GAS,1392
7784,Hainaut,HOUSE,3,2019,269000,GAS,232
7060,Hainaut,HOUSE,4,1904,329000,GAS,610
7830,Hainaut,HOUSE,3,1976,260000,GAS,1148
7973,Hainaut,HOUSE,9,1890,580000,FUELOIL,1970
6200,Hainaut,HOUSE,2,1965,178000,GAS,333
7620,Hainaut,HOUSE,3,1975,590000,FUELOIL,3412
7700,Hainaut,HOUSE,4,2010,990000,GAS,1708
7100,Hainaut,HOUSE,2,1900,79000,GAS,73
7850,Hainaut,HOUSE,3,2021,335000,GAS,485
7370,Hainaut,HOUSE,2,1934,115000,FUELOIL,680
7333,Hainaut,HOUSE,4,1950,350000,FUELOIL,1400
7850,Hainaut,HOUSE,3,2021,330000,GAS,460
7350,Hainaut,HOUSE,4,1979,190000,FUELOIL,980
6440,Hainaut,HOUSE,3,2010,129000,FUELOIL,350
7100,Hainaut,HOUSE,5,1973,330000,GAS,685
7062,Hainaut,HOUSE,3,2021,340000,GAS,458
7331,Hainaut,HOUSE,3,2015,265000,GAS,414
6000,Hainaut,HOUSE,3,1938,124999,GAS,205
7380,Hainaut,HOUSE,4,2020,299000,GAS,250
7950,Hainaut,HOUSE,6,1960,355000,GAS,890
7730,Hainaut,HOUSE,3,2022,296715,GAS,407
7140,Hainaut,HOUSE,3,1900,119000,FUELOIL,90
7000,Hainaut,HOUSE,4,1999,440000,GAS,989
7061,Hainaut,HOUSE,3,1982,360000,GAS,1339
7000,Hainaut,HOUSE,5,1899,450000,GAS,1180
6591,Hainaut,HOUSE,4,1882,153000,WOOD,1590
7000,Hainaut,HOUSE,3,1850,185000,GAS,46
6200,Hainaut,HOUSE,3,2021,260000,GAS,110
6230,Hainaut,HOUSE,4,1920,349000,GAS,620
6464,Hainaut,HOUSE,4,1995,309000,FUELOIL,702
6150,Hainaut,HOUSE,2,1930,99999,GAS,885
7730,Hainaut,HOUSE,5,2008,1295000,GAS,3700
6180,Hainaut,HOUSE,3,1950,119999,GAS,313
6150,Hainaut,HOUSE,3,1986,275000,PELLET,2527
7062,Hainaut,HOUSE,3,2021,350000,GAS,579
6240,Hainaut,HOUSE,3,1996,430000,FUELOIL,1700
7061,Hainaut,HOUSE,3,1947,298000,GAS,166
7070,Hainaut,HOUSE,4,1850,495000,GAS,500
6043,Hainaut,HOUSE,3,1955,299000,FUELOIL,380
7350,Hainaut,HOUSE,3,1998,650000,GAS,3900
7500,Hainaut,HOUSE,1,1930,229000,GAS,46
7170,Hainaut,HOUSE,4,1900,165000,GAS,330
6530,Hainaut,HOUSE,5,2017,650000,GAS,1840
7500,Hainaut,HOUSE,4,1950,360000,GAS,123
6240,Hainaut,HOUSE,7,1956,234999,FUELOIL,1016
7880,Hainaut,HOUSE,4,1973,525000,FUELOIL,6430
6200,Hainaut,HOUSE,4,1998,270000,GAS,729
6200,Hainaut,HOUSE,4,1939,185000,GAS,235
6200,Hainaut,HOUSE,1,1937,90000,GAS,192
7130,Hainaut,HOUSE,4,1977,350000,GAS,3836
7850,Hainaut,HOUSE,3,1975,185000,GAS,30
7090,Hainaut,HOUSE,4,2004,379000,GAS,957
7090,Hainaut,HOUSE,3,2000,365000,ELECTRIC,1650
6210,Hainaut,HOUSE,3,1850,250000,ELECTRIC,236
7850,Hainaut,HOUSE,3,2021,325000,GAS,437
7390,Hainaut,HOUSE,2,1874,100000,GAS,85
6182,Hainaut,HOUSE,4,1930,160000,GAS,950
6200,Hainaut,HOUSE,4,1945,169000,FUELOIL,160
7100,Hainaut,HOUSE,3,1980,299999,GAS,826
6001,Hainaut,HOUSE,4,1992,345000,ELECTRIC,1320
6250,Hainaut,HOUSE,4,2018,599000,GAS,998
6238,Hainaut,HOUSE,4,1899,199900,GAS,210
6031,Hainaut,HOUSE,2,1900,152000,GAS,200
6110,Hainaut,HOUSE,2,1957,195000,GAS,635
6110,Hainaut,HOUSE,3,2019,675000,GAS,1262
6032,Hainaut,HOUSE,3,2004,295000,FUELOIL,653
6060,Hainaut,HOUSE,4,2004,425000,GAS,1720
6040,Hainaut,HOUSE,3,1975,270000,FUELOIL,1000
6030,Hainaut,HOUSE,3,1905,149999,GAS,60
6238,Hainaut,HOUSE,4,1920,220000,FUELOIL,400
6061,Hainaut,HOUSE,3,1902,149999,GAS,380
7090,Hainaut,HOUSE,2,1997,400000,GAS,1357
7170,Hainaut,HOUSE,2,1900,179000,GAS,286
7190,Hainaut,HOUSE,3,1947,225000,GAS,105
7500,Hainaut,HOUSE,4,1965,395000,FUELOIL,284
6183,Hainaut,HOUSE,4,1899,199900,PELLET,400
6042,Hainaut,HOUSE,3,1950,249000,GAS,280
7500,Hainaut,HOUSE,6,1953,375000,GAS,315
7100,Hainaut,HOUSE,5,2004,1100000,FUELOIL,2345
7911,Hainaut,HOUSE,4,1870,385000,FUELOIL,9681
7700,Hainaut,HOUSE,3,1970,625000,GAS,615
7331,Hainaut,HOUSE,2,2009,205000,GAS,100
6181,Hainaut,HOUSE,4,1893,285000,GAS,367
6536,Hainaut,HOUSE,3,1950,219999,FUELOIL,420
7133,Hainaut,HOUSE,4,1989,320000,FUELOIL,555
7850,Hainaut,HOUSE,3,2021,315000,GAS,499
6061,Hainaut,HOUSE,3,1900,149999,GAS,473
3500,Limburg,HOUSE,4,1958,515000,GAS,146
3550,Limburg,HOUSE,4,1977,475000,FUELOIL,6360
3511,Limburg,HOUSE,3,2020,765000,GAS,564
3840,Limburg,HOUSE,4,1966,335000,FUELOIL,1128
3770,Limburg,HOUSE,4,1953,219000,FUELOIL,429
3950,Limburg,HOUSE,3,1961,354000,FUELOIL,1099
3520,Limburg,HOUSE,2,1998,589000,GAS,424
3800,Limburg,HOUSE,2,1930,257000,GAS,45
3700,Limburg,HOUSE,3,1918,159999,GAS,286
3545,Limburg,HOUSE,8,1874,895000,FUELOIL,9907
3620,Limburg,HOUSE,3,1967,439000,GAS,888
3730,Limburg,HOUSE,3,1996,449000,FUELOIL,939
3500,Limburg,HOUSE,3,1932,249000,GAS,90
3500,Limburg,HOUSE,5,1965,695000,FUELOIL,2233
3500,Limburg,HOUSE,3,1930,265000,GAS,125
3800,Limburg,HOUSE,4,2020,341493,GAS,150
3890,Limburg,HOUSE,3,2022,319010,GAS,318
3550,Limburg,HOUSE,3,1968,187500,GAS,440
3940,Limburg,HOUSE,3,1961,259000,FUELOIL,792
3800,Limburg,HOUSE,3,1875,750000,PELLET,5958
3640,Limburg,HOUSE,3,1958,335000,FUELOIL,2452
3680,Limburg,HOUSE,4,1978,320000,FUELOIL,1169
3945,Limburg,HOUSE,3,2022,393500,GAS,392
3720,Limburg,HOUSE,3,1981,239000,FUELOIL,473
3530,Limburg,HOUSE,3,1972,229000,FUELOIL,724
3920,Limburg,HOUSE,3,1950,349000,GAS,1319
3590,Limburg,HOUSE,3,1999,469000,FUELOIL,886
