zip,province,building_type,bedroom,construction_Year,price,heating_type,land_surface
9400,East Flanders,HOUSE,3,1976,488000,ELECTRIC,970
9620,East Flanders,HOUSE,6,1995,695000,GAS,102
9700,East Flanders,HOUSE,3,2022,349708,GAS,352
9300,East Flanders,HOUSE,4,1935,198000,GAS,210
9300,East Flanders,HOUSE,2,1930,224000,GAS,90
9700,East Flanders,HOUSE,3,2022,335087,GAS,325
9320,East Flanders,HOUSE,3,1935,279000,GAS,266
9600,East Flanders,HOUSE,9,2021,719000,GAS,160
9030,East Flanders,HOUSE,4,2022,390600,GAS,140
9500,East Flanders,HOUSE,3,1967,180000,GAS,306
9300,East Flanders,HOUSE,3,1966,375000,GAS,280
9190,East Flanders,HOUSE,3,2022,412500,GAS,290
9260,East Flanders,HOUSE,5,1989,545000,GAS,949
9170,East Flanders,HOUSE,4,1992,455000,GAS,788
9190,East Flanders,HOUSE,3,2021,290000,GAS,315
9700,East Flanders,HOUSE,4,1925,285000,GAS,110
9700,East Flanders,HOUSE,3,2022,323000,GAS,238
9300,East Flanders,HOUSE,4,1920,275000,FUELOIL,150
9667,East Flanders,HOUSE,2,1899,180000,FUELOIL,380
9250,East Flanders,HOUSE,4,1950,595000,GAS,409
9600,East Flanders,HOUSE,5,1945,279000,GAS,156
9700,East Flanders,HOUSE,3,2022,285000,GAS,144
9870,East Flanders,HOUSE,3,1994,379000,GAS,435
9120,East Flanders,HOUSE,4,2008,580000,GAS,620
9000,East Flanders,HOUSE,3,1930,289000,GAS,50
9700,East Flanders,HOUSE,3,1969,375000,GAS,744
9660,East Flanders,HOUSE,3,2005,277000,GAS,141
9451,East Flanders,HOUSE,3,1958,459000,GAS,2192
9200,East Flanders,HOUSE,2,1962,249500,GAS,80
9255,East Flanders,HOUSE,3,1919,169000,GAS,170
9700,East Flanders,HOUSE,3,2022,388856,GAS,952
9100,East Flanders,HOUSE,5,2003,599000,GAS,503
9120,East Flanders,HOUSE,3,1960,325000,GAS,265
9700,East Flanders,HOUSE,3,2022,276000,GAS,111
9230,East Flanders,HOUSE,3,1975,265000,GAS,401
9190,East Flanders,HOUSE,5,1976,895000,GAS,2278
9600,East Flanders,HOUSE,2,1932,175000,PELLET,800
9200,East Flanders,HOUSE,3,1966,329000,GAS,300
9190,East Flanders,HOUSE,3,2022,412500,GAS,295
9880,East Flanders,HOUSE,3,1994,1140000,FUELOIL,2240
9890,East Flanders,HOUSE,5,1835,2295000,GAS,3348
9700,East Flanders,HOUSE,3,2022,280000,GAS,128
9340,East Flanders,HOUSE,3,1950,320000,GAS,445
9900,East Flanders,HOUSE,5,1970,349000,FUELOIL,284
9600,East Flanders,HOUSE,3,2022,315500,GAS,295
9220,East Flanders,HOUSE,4,1988,285000,GAS,230
9840,East Flanders,HOUSE,3,2022,380949,GAS,618
9070,East Flanders,HOUSE,2,1992,509000,GAS,623
9190,East Flanders,HOUSE,4,1980,449000,GAS,807
9308,East Flanders,HOUSE,3,1970,315000,FUELOIL,401
9600,East Flanders,HOUSE,4,1982,349000,GAS,775
9840,East Flanders,HOUSE,3,2022,406777,GAS,645
9881,East Flanders,HOUSE,3,1938,315000,FUELOIL,235
9280,East Flanders,HOUSE,4,1995,579000,FUELOIL,1270
9300,East Flanders,HOUSE,3,1950,199000,GAS,50
9870,East Flanders,HOUSE,4,1961,380000,FUELOIL,550
9700,East Flanders,HOUSE,2,1993,295000,GAS,251
9600,East Flanders,HOUSE,4,1938,498000,GAS,360
9030,East Flanders,HOUSE,5,2022,435750,GAS,150
9420,East Flanders,HOUSE,4,1991,525000,FUELOIL,800
9700,East Flanders,HOUSE,3,1949,269000,PELLET,1094
9090,East Flanders,HOUSE,4,1931,317000,GAS,418
9310,East Flanders,HOUSE,3,2021,350000,GAS,171
9600,East Flanders,HOUSE,2,2011,345000,ELECTRIC,133
9450,East Flanders,HOUSE,4,2011,440000,GAS,370
9700,East Flanders,HOUSE,3,2022,293485,GAS,515
9570,East Flanders,HOUSE,3,1976,355000,ELECTRIC,986
9850,East Flanders,HOUSE,2,1982,428000,GAS,940
9000,East Flanders,HOUSE,12,1932,1950000,GAS,453
9690,East Flanders,HOUSE,3,1968,169000,ELECTRIC,715
9840,East Flanders,HOUSE,3,2022,644505,GAS,850
9700,East Flanders,HOUSE,4,2022,379485,GAS,785
9900,East Flanders,HOUSE,3,2022,443300,GAS,375
9290,East Flanders,HOUSE,3,2015,425000,GAS,480
9340,East Flanders,HOUSE,4,1952,299000,GAS,135
9470,East Flanders,HOUSE,3,2022,407300,GAS,274
9170,East Flanders,HOUSE,2,1966,335000,FUELOIL,654
9200,East Flanders,HOUSE,2,1930,259000,GAS,228
9030,East Flanders,HOUSE,4,2022,441000,GAS,288
9100,East Flanders,HOUSE,2,1936,170000,GAS,350
9400,East Flanders,HOUSE,3,1966,285000,GAS,286
9000,East Flanders,HOUSE,7,1850,2750000,GAS,476
9470,East Flanders,HOUSE,4,2009,475000,GAS,427
9750,East Flanders,HOUSE,3,2022,425697,GAS,1293
9320,East Flanders,HOUSE,4,1960,400000,FUELOIL,944
9030,East Flanders,HOUSE,5,2022,436800,GAS,151
9800,East Flanders,HOUSE,3,1971,315000,FUELOIL,561
9240,East Flanders,HOUSE,3,1959,315000,GAS,290
9120,East Flanders,HOUSE,3,2006,335000,GAS,366
9860,East Flanders,HOUSE,3,2023,365000,GAS,217
9690,East Flanders,HOUSE,5,1976,320000,FUELOIL,2769
9880,East Flanders,HOUSE,3,1938,315000,FUELOIL,235
9090,East Flanders,HOUSE,2,1955,349000,GAS,295
9030,East Flanders,HOUSE,5,2022,409500,GAS,131
9600,East Flanders,HOUSE,4,1875,399000,GAS,280
9160,East Flanders,HOUSE,4,1965,439900,FUELOIL,969
9255,East Flanders,HOUSE,3,1952,265000,GAS,430
9240,East Flanders,HOUSE,4,1958,280000,PELLET,265
9700,East Flanders,HOUSE,4,2021,395000,GAS,206
9000,East Flanders,HOUSE,3,1930,299000,GAS,83
9660,East Flanders,HOUSE,4,1973,269000,GAS,832
9290,East Flanders,HOUSE,3,1885,495000,GAS,183
9120,East Flanders,HOUSE,3,1982,350000,ELECTRIC,449
9080,East Flanders,HOUSE,4,1995,650000,FUELOIL,942
9000,East Flanders,HOUSE,5,2009,695000,GAS,290
9688,East Flanders,HOUSE,5,1960,395000,FUELOIL,1720
9600,East Flanders,HOUSE,3,2022,310500,GAS,234
9820,East Flanders,HOUSE,2,1930,350000,GAS,754
9300,East Flanders,HOUSE,6,1934,1250000,FUELOIL,593
9660,East Flanders,HOUSE,4,1936,279000,GAS,281
9070,East Flanders,HOUSE,3,1936,309000,GAS,181
9000,East Flanders,HOUSE,4,1930,349000,GAS,81
9550,East Flanders,HOUSE,3,2022,435000,GAS,348
9230,East Flanders,HOUSE,4,1989,489000,ELECTRIC,964
9500,East Flanders,HOUSE,4,1932,198000,GAS,349
9400,East Flanders,HOUSE,2,1960,235000,FUELOIL,155
9470,East Flanders,HOUSE,5,1978,375000,GAS,450
9220,East Flanders,HOUSE,3,1966,299950,GAS,321
9550,East Flanders,HOUSE,4,2022,445000,GAS,387
9950,East Flanders,HOUSE,3,2022,368856,GAS,364
9070,East Flanders,HOUSE,3,1976,498000,GAS,798
9520,East Flanders,HOUSE,3,2020,429000,GAS,475
9900,East Flanders,HOUSE,4,1986,610000,FUELOIL,704
9160,East Flanders,HOUSE,4,1990,698000,FUELOIL,1175
9150,East Flanders,HOUSE,3,1979,350000,GAS,862
9870,East Flanders,HOUSE,4,1956,186000,ELECTRIC,309
9050,East Flanders,HOUSE,4,1954,419000,FUELOIL,166
9300,East Flanders,HOUSE,5,2016,459000,GAS,389
9150,East Flanders,HOUSE,4,1968,400000,FUELOIL,1051
9500,East Flanders,HOUSE,3,1958,185000,ELECTRIC,100
9170,East Flanders,HOUSE,3,1979,328000,GAS,196
9800,East Flanders,HOUSE,2,1961,320000,FUELOIL,931
9150,East Flanders,HOUSE,3,1977,495000,ELECTRIC,930
9520,East Flanders,HOUSE,4,1989,489000,ELECTRIC,964
9940,East Flanders,HOUSE,3,2021,396000,GAS,787
9820,East Flanders,HOUSE,3,1989,1050000,GAS,1371
9680,East Flanders,HOUSE,5,1981,499000,GAS,989
9080,East Flanders,HOUSE,4,2010,625000,GAS,539
9950,East Flanders,HOUSE,3,2022,421010,GAS,481
9050,East Flanders,HOUSE,4,1967,495000,GAS,334
9100,East Flanders,HOUSE,3,1978,435000,GAS,798
9900,East Flanders,HOUSE,6,1991,600000,GAS,1511
9600,East Flanders,HOUSE,5,1952,185000,GAS,289
9080,East Flanders,HOUSE,3,1975,339000,GAS,279
9340,East Flanders,HOUSE,1,1933,319000,GAS,100
9980,East Flanders,HOUSE,5,1979,425000,FUELOIL,1904
9000,East Flanders,HOUSE,3,1955,850000,GAS,855
9255,East Flanders,HOUSE,6,2022,429000,GAS,270
9260,East Flanders,HOUSE,3,1984,300000,GAS,867
9300,East Flanders,HOUSE,4,1996,349000,ELECTRIC,266
9180,East Flanders,HOUSE,3,1975,320000,FUELOIL,677
9840,East Flanders,HOUSE,2,1900,345000,FUELOIL,276
9900,East Flanders,HOUSE,3,1965,399000,GAS,976
9950,East Flanders,HOUSE,3,2022,340697,GAS,264
9112,East Flanders,HOUSE,3,1975,400000,ELECTRIC,1148
9790,East Flanders,HOUSE,3,1967,350000,FUELOIL,1273
9280,East Flanders,HOUSE,3,1931,250000,FUELOIL,284
9200,East Flanders,HOUSE,4,1984,445000,GAS,81
9200,East Flanders,HOUSE,4,1986,475000,ELECTRIC,783
9000,East Flanders,HOUSE,3,1825,590000,GAS,194
9400,East Flanders,HOUSE,4,2022,579997,ELECTRIC,975
9700,East Flanders,HOUSE,3,2022,288000,GAS,159
9500,East Flanders,HOUSE,3,1935,175000,GAS,266
9940,East Flanders,HOUSE,2,1935,239000,FUELOIL,249
9600,East Flanders,HOUSE,3,2022,315500,GAS,234
9080,East Flanders,HOUSE,4,1965,385000,FUELOIL,1367
9700,East Flanders,HOUSE,3,2022,464962,GAS,682
9500,East Flanders,HOUSE,3,1977,590000,GAS,2130
9200,East Flanders,HOUSE,4,1965,249900,GAS,153
9400,East Flanders,HOUSE,4,2022,554917,ELECTRIC,410
9971,East Flanders,HOUSE,3,1960,264500,ELECTRIC,574
9140,East Flanders,HOUSE,2,1960,259000,GAS,146
9170,East Flanders,HOUSE,3,2014,469000,GAS,329
9600,East Flanders,HOUSE,5,1962,359000,GAS,362
9600,East Flanders,HOUSE,4,1960,285000,GAS,350
9500,East Flanders,HOUSE,3,1951,169000,FUELOIL,302
9940,East Flanders,HOUSE,3,2009,465000,GAS,773
9300,East Flanders,HOUSE,3,2007,385000,GAS,180
9111,East Flanders,HOUSE,5,1936,395000,GAS,691
9500,East Flanders,HOUSE,2,1960,162000,GAS,60
9040,East Flanders,HOUSE,3,1930,289000,GAS,50
9220,East Flanders,HOUSE,5,2010,605000,GAS,1171
9030,East Flanders,HOUSE,2,1964,370000,GAS,541
9600,East Flanders,HOUSE,4,2023,354500,GAS,443
9150,East Flanders,HOUSE,1,2014,199000,GAS,50
9290,East Flanders,HOUSE,6,2006,775000,GAS,690
9800,East Flanders,HOUSE,3,2022,256754,GAS,250
9473,East Flanders,HOUSE,4,1981,395000,GAS,555
9150,East Flanders,HOUSE,3,2009,649000,GAS,904
9300,East Flanders,HOUSE,3,1952,385000,GAS,460
9310,East Flanders,HOUSE,5,1959,589000,GAS,849
9260,East Flanders,HOUSE,3,1973,395000,FUELOIL,649
9090,East Flanders,HOUSE,5,1960,990000,GAS,5695
9900,East Flanders,HOUSE,3,1978,385000,ELECTRIC,775
9700,East Flanders,HOUSE,2,1930,750000,FUELOIL,3010
9190,East Flanders,HOUSE,3,2022,412500,GAS,300
9300,East Flanders,HOUSE,3,1966,399000,FUELOIL,400
9700,East Flanders,HOUSE,3,2022,414485,GAS,636
9000,East Flanders,HOUSE,5,1930,595000,GAS,242
9400,East Flanders,HOUSE,3,2022,494972,ELECTRIC,434
9310,East Flanders,HOUSE,3,1974,1250000,GAS,49317
9190,East Flanders,HOUSE,3,2022,412500,GAS,285
9690,East Flanders,HOUSE,3,1975,295000,ELECTRIC,562
9470,East Flanders,HOUSE,5,2021,384931,ELECTRIC,218
9600,East Flanders,HOUSE,3,1930,259000,GAS,82
9200,East Flanders,HOUSE,5,1985,695000,ELECTRIC,22614
9200,East Flanders,HOUSE,3,1890,595000,FUELOIL,720
9500,East Flanders,HOUSE,2,2016,298000,GAS,100
9910,East Flanders,HOUSE,4,1976,325000,ELECTRIC,1009
9070,East Flanders,HOUSE,3,1987,469000,ELECTRIC,575
9200,East Flanders,HOUSE,3,1970,475000,FUELOIL,1459
9340,East Flanders,HOUSE,4,1890,350000,GAS,90
9200,East Flanders,HOUSE,3,2021,495500,GAS,990
9550,East Flanders,HOUSE,2,1985,249000,ELECTRIC,336
9520,East Flanders,HOUSE,3,2022,302009,GAS,478
9620,East Flanders,HOUSE,3,2020,399000,GAS,348
9870,East Flanders,HOUSE,3,2004,359000,GAS,403
9200,East Flanders,HOUSE,3,1936,249000,PELLET,299
9200,East Flanders,HOUSE,3,1918,325000,GAS,210
9400,East Flanders,HOUSE,3,1985,399000,GAS,587
9690,East Flanders,HOUSE,3,1974,290000,FUELOIL,594
9200,East Flanders,HOUSE,3,1983,385000,GAS,335
9800,East Flanders,HOUSE,3,1965,409000,GAS,380
9630,East Flanders,HOUSE,6,1999,660000,GAS,1254
9990,East Flanders,HOUSE,3,1933,189000,GAS,220
9968,East Flanders,HOUSE,3,2021,396000,GAS,787
9420,East Flanders,HOUSE,2,1960,325000,FUELOIL,296
9520,East Flanders,HOUSE,3,2022,326844,GAS,478
9200,East Flanders,HOUSE,3,1965,249000,GAS,120
9570,East Flanders,HOUSE,4,1966,345000,FUELOIL,1458
9400,East Flanders,HOUSE,3,1949,235000,GAS,152
9190,East Flanders,HOUSE,3,2021,382500,ELECTRIC,165
9190,East Flanders,HOUSE,3,2021,352500,ELECTRIC,132
9520,East Flanders,HOUSE,3,2022,322552,GAS,825
9240,East Flanders,HOUSE,3,1932,239000,GAS,340
9160,East Flanders,HOUSE,2,1980,469000,FUELOIL,1202
9100,East Flanders,HOUSE,3,1986,379000,GAS,381
9070,East Flanders,HOUSE,3,1850,995000,FUELOIL,1590
9190,East Flanders,HOUSE,3,2021,352500,ELECTRIC,130
9200,East Flanders,HOUSE,4,1965,349000,FUELOIL,617
9500,East Flanders,HOUSE,4,2001,420000,GAS,702
9620,East Flanders,HOUSE,3,2020,379000,GAS,260
9090,East Flanders,HOUSE,6,1991,1320000,FUELOIL,15720
9260,East Flanders,HOUSE,3,1978,188000,PELLET,105
9320,East Flanders,HOUSE,2,1970,330000,FUELOIL,326
9280,East Flanders,HOUSE,4,1850,270000,GAS,210
9260,East Flanders,HOUSE,2,1955,125000,GAS,94
9140,East Flanders,HOUSE,3,1934,205000,FUELOIL,375
9810,East Flanders,HOUSE,4,1982,449900,PELLET,852
9340,East Flanders,HOUSE,3,2022,315672,GAS,321
9850,East Flanders,HOUSE,3,2021,434438,GAS,213
9550,East Flanders,HOUSE,3,1963,280000,FUELOIL,208
9340,East Flanders,HOUSE,3,2022,305485,GAS,418
9900,East Flanders,HOUSE,2,1939,145000,GAS,88
9406,East Flanders,HOUSE,5,1978,498000,FUELOIL,1985
9850,East Flanders,HOUSE,3,2021,479862,GAS,287
9550,East Flanders,HOUSE,2,2020,267000,GAS,105
9450,East Flanders,HOUSE,3,1973,295000,GAS,1063
9200,East Flanders,HOUSE,3,1967,317000,GAS,207
9960,East Flanders,HOUSE,2,1963,175000,GAS,106
9820,East Flanders,HOUSE,2,1968,379000,FUELOIL,608
9190,East Flanders,HOUSE,3,2010,555000,GAS,1354
9308,East Flanders,HOUSE,3,1954,275000,GAS,420
9750,East Flanders,HOUSE,4,1948,497000,FUELOIL,430
9620,East Flanders,HOUSE,1,2019,260000,GAS,79
9470,East Flanders,HOUSE,2,1930,219000,GAS,135
9200,East Flanders,HOUSE,3,1961,259000,FUELOIL,336
9300,East Flanders,HOUSE,6,1930,318000,GAS,110
9255,East Flanders,HOUSE,3,1975,525000,GAS,680
9300,East Flanders,HOUSE,4,1971,315000,GAS,280
9040,East Flanders,HOUSE,3,2022,389000,GAS,81
9870,East Flanders,HOUSE,3,1978,450000,FUELOIL,1595
9850,East Flanders,HOUSE,3,1992,669000,FUELOIL,940
9500,East Flanders,HOUSE,8,1933,510000,GAS,400
9051,East Flanders,HOUSE,4,1937,375000,ELECTRIC,125
9100,East Flanders,HOUSE,5,1970,319000,GAS,165
9500,East Flanders,HOUSE,3,1930,175000,GAS,180
9630,East Flanders,HOUSE,3,2022,334974,GAS,314
9250,East Flanders,HOUSE,3,1998,595000,GAS,927
9000,East Flanders,HOUSE,3,1909,849000,GAS,75
9630,East Flanders,HOUSE,3,2022,372887,GAS,314
9420,East Flanders,HOUSE,3,1875,1149000,GAS,2040
9500,East Flanders,HOUSE,3,1959,289000,FUELOIL,306
9060,East Flanders,HOUSE,3,1965,299000,GAS,2084
9600,East Flanders,HOUSE,4,2021,545000,GAS,3244
9070,East Flanders,HOUSE,2,1959,339000,GAS,210
9500,East Flanders,HOUSE,3,1950,179000,GAS,420
9050,East Flanders,HOUSE,4,1950,370000,GAS,155
9100,East Flanders,HOUSE,6,1880,845000,GAS,346
9990,East Flanders,HOUSE,5,2003,990000,GAS,2310
9300,East Flanders,HOUSE,5,1956,295000,GAS,762
9260,East Flanders,HOUSE,5,1973,589000,GAS,699
9820,East Flanders,HOUSE,3,1957,455000,GAS,155
9470,East Flanders,HOUSE,3,2021,384931,GAS,218
9340,East Flanders,HOUSE,2,1948,210000,GAS,205
9660,East Flanders,HOUSE,5,1990,449000,ELECTRIC,1263
9940,East Flanders,HOUSE,4,1850,295000,ELECTRIC,301
9140,East Flanders,HOUSE,3,1918,325000,GAS,269
9450,East Flanders,HOUSE,4,2007,345000,GAS,695
9130,East Flanders,HOUSE,3,1969,345000,GAS,261
9200,East Flanders,HOUSE,4,1930,799000,GAS,181
9300,East Flanders,HOUSE,5,1930,199000,GAS,80
9800,East Flanders,HOUSE,4,2022,435000,GAS,334
9450,East Flanders,HOUSE,3,1976,335000,GAS,282
9340,East Flanders,HOUSE,3,1973,469000,FUELOIL,571
9255,East Flanders,HOUSE,3,1965,1390000,FUELOIL,3940
9120,East Flanders,HOUSE,3,1956,290000,GAS,291
9470,East Flanders,HOUSE,3,2019,407800,GAS,301
9160,East Flanders,HOUSE,4,1967,319000,ELECTRIC,339
9320,East Flanders,HOUSE,2,1930,185000,GAS,160
9620,East Flanders,HOUSE,1,2019,220000,GAS,68
9620,East Flanders,HOUSE,1,2019,190000,GAS,63
9200,East Flanders,HOUSE,3,2022,495500,GAS,990
9620,East Flanders,HOUSE,1,2019,200000,GAS,62
9620,East Flanders,HOUSE,1,2019,200000,GAS,65
9870,East Flanders,HOUSE,4,1936,230000,GAS,628
9000,East Flanders,HOUSE,2,2022,575000,ELECTRIC,130
9690,East Flanders,HOUSE,3,2007,325000,GAS,609
9620,East Flanders,HOUSE,1,2019,215000,GAS,67
9320,East Flanders,HOUSE,3,1932,248000,GAS,780
9600,East Flanders,HOUSE,4,1956,359000,FUELOIL,1424
9290,East Flanders,HOUSE,3,1952,259000,GAS,300
9140,East Flanders,HOUSE,2,2018,269000,GAS,67
9620,East Flanders,HOUSE,1,2019,195000,GAS,64
9620,East Flanders,HOUSE,1,2019,195000,GAS,60
9300,East Flanders,HOUSE,1,1972,1475000,FUELOIL,1818
9060,East Flanders,HOUSE,4,1916,419000,GAS,650
9660,East Flanders,HOUSE,3,1952,149800,FUELOIL,239
9160,East Flanders,HOUSE,2,2021,529000,ELECTRIC,441
9308,East Flanders,HOUSE,3,1930,198000,FUELOIL,149
9620,East Flanders,HOUSE,1,2019,205000,GAS,64
9220,East Flanders,HOUSE,2,1935,219000,GAS,95
9000,East Flanders,HOUSE,3,2022,575000,ELECTRIC,129
9255,East Flanders,HOUSE,3,1935,345000,GAS,290
9300,East Flanders,HOUSE,4,1964,400000,GAS,200
9000,East Flanders,HOUSE,3,1940,340000,GAS,80
9620,East Flanders,HOUSE,1,2019,200000,GAS,63
9500,East Flanders,HOUSE,4,1933,195000,WOOD,330
9880,East Flanders,HOUSE,3,2014,469750,ELECTRIC,385
9620,East Flanders,HOUSE,1,2019,205000,GAS,65
9300,East Flanders,HOUSE,2,1940,279000,GAS,80
9111,East Flanders,HOUSE,4,1980,1550000,FUELOIL,24900
9620,East Flanders,HOUSE,2,2019,250000,GAS,77
9991,East Flanders,HOUSE,3,2022,287009,GAS,593
9940,East Flanders,HOUSE,4,1918,289000,GAS,599
9990,East Flanders,HOUSE,3,1934,169000,GAS,351
9500,East Flanders,HOUSE,3,1934,299000,FUELOIL,950
9810,East Flanders,HOUSE,4,2022,443038,GAS,367
9170,East Flanders,HOUSE,3,2007,625000,GAS,1100
9240,East Flanders,HOUSE,2,1930,219000,GAS,167
9880,East Flanders,HOUSE,4,2002,595000,GAS,790
9290,East Flanders,HOUSE,3,1977,220000,ELECTRIC,390
9810,East Flanders,HOUSE,2,2022,470837,GAS,543
9840,East Flanders,HOUSE,2,2002,815000,GAS,660
9910,East Flanders,HOUSE,3,2023,289229,GAS,259
9000,East Flanders,HOUSE,3,2022,575000,ELECTRIC,133
9630,East Flanders,HOUSE,3,1972,350000,GAS,4997
9140,East Flanders,HOUSE,1,1965,525000,GAS,177
9870,East Flanders,HOUSE,4,1958,360000,GAS,1032
9180,East Flanders,HOUSE,3,1965,250000,FUELOIL,684
9981,East Flanders,HOUSE,4,2022,359000,GAS,430
9900,East Flanders,HOUSE,3,2022,576962,GAS,3734
9900,East Flanders,HOUSE,2,2022,285000,GAS,109
9700,East Flanders,HOUSE,3,2022,619750,GAS,565
9700,East Flanders,HOUSE,3,2022,284172,GAS,333
9200,East Flanders,HOUSE,3,1978,690000,GAS,972
9120,East Flanders,HOUSE,4,2000,480000,GAS,560
9700,East Flanders,HOUSE,3,2022,516080,GAS,508
9140,East Flanders,HOUSE,3,2021,329000,GAS,83
9970,East Flanders,HOUSE,3,2021,285000,GAS,360
9700,East Flanders,HOUSE,3,1956,310000,GAS,72
9140,East Flanders,HOUSE,2,1899,225000,GAS,190
9700,East Flanders,HOUSE,3,2022,579880,GAS,538
9170,East Flanders,HOUSE,4,1949,375000,GAS,302
9150,East Flanders,HOUSE,4,1930,265000,GAS,135
9120,East Flanders,HOUSE,4,1977,545000,GAS,812
9050,East Flanders,HOUSE,4,1935,414500,GAS,90
9700,East Flanders,HOUSE,2,2022,564240,GAS,559
9170,East Flanders,HOUSE,3,2002,545000,GAS,585
9810,East Flanders,HOUSE,3,2022,405719,GAS,400
9400,East Flanders,HOUSE,3,1958,310000,FUELOIL,930
9660,East Flanders,HOUSE,3,2021,441875,GAS,525
9255,East Flanders,HOUSE,4,1960,359000,FUELOIL,1014
9880,East Flanders,HOUSE,4,1998,530000,GAS,737
9870,East Flanders,HOUSE,3,1969,318000,FUELOIL,624
9660,East Flanders,HOUSE,3,1966,285000,GAS,1919
9032,East Flanders,HOUSE,2,1932,249000,GAS,224
9420,East Flanders,HOUSE,3,1965,225000,GAS,150
9170,East Flanders,HOUSE,3,1932,329000,GAS,819
9070,East Flanders,HOUSE,3,1890,490000,GAS,420
9400,East Flanders,HOUSE,4,1920,390000,GAS,182
9900,East Flanders,HOUSE,3,2022,422100,GAS,370
9300,East Flanders,HOUSE,3,1961,369000,FUELOIL,693
9255,East Flanders,HOUSE,4,1983,695000,ELECTRIC,2405
9620,East Flanders,HOUSE,4,1915,225000,GAS,100
9400,East Flanders,HOUSE,5,1974,484000,FUELOIL,4896
9700,East Flanders,HOUSE,2,2006,499000,GAS,272
9120,East Flanders,HOUSE,3,1964,395000,FUELOIL,1079
9260,East Flanders,HOUSE,3,1949,195000,CARBON,309
9700,East Flanders,HOUSE,3,2022,546500,GAS,482
9300,East Flanders,HOUSE,3,1935,168000,GAS,70
9890,East Flanders,HOUSE,3,2013,390000,GAS,304
9320,East Flanders,HOUSE,3,1961,369000,FUELOIL,693
9990,East Flanders,HOUSE,4,1992,565000,ELECTRIC,1526
9910,East Flanders,HOUSE,3,2023,375030,GAS,320
9420,East Flanders,HOUSE,3,1977,445000,GAS,2097
9000,East Flanders,HOUSE,3,2022,575000,ELECTRIC,134
9620,East Flanders,HOUSE,3,1959,359000,FUELOIL,765
9930,East Flanders,HOUSE,3,1952,259000,FUELOIL,241
9180,East Flanders,HOUSE,1,1930,249000,ELECTRIC,235
9300,East Flanders,HOUSE,4,1899,255000,GAS,242
9500,East Flanders,HOUSE,2,1978,230000,GAS,1239
9300,East Flanders,HOUSE,3,1920,175000,FUELOIL,93
9900,East Flanders,HOUSE,3,2022,334843,GAS,1766
9160,East Flanders,HOUSE,3,1952,195000,GAS,118
9400,East Flanders,HOUSE,5,1978,498000,FUELOIL,1985
9200,East Flanders,HOUSE,3,1963,285000,FUELOIL,625
9140,East Flanders,HOUSE,3,1758,670000,GAS,1200
9506,East Flanders,HOUSE,4,1920,229000,FUELOIL,310
9300,East Flanders,HOUSE,4,1920,128000,GAS,90
9550,East Flanders,HOUSE,3,1955,210000,FUELOIL,250
9030,East Flanders,HOUSE,3,1957,300000,FUELOIL,198
9300,East Flanders,HOUSE,3,1958,265000,GAS,369
9620,East Flanders,HOUSE,4,2022,658150,GAS,1920
9570,East Flanders,HOUSE,3,1974,475000,FUELOIL,19500
9040,East Flanders,HOUSE,3,1935,248000,GAS,40
9000,East Flanders,HOUSE,3,1824,725000,GAS,107
9300,East Flanders,HOUSE,3,1935,278000,GAS,40
9850,East Flanders,HOUSE,3,2020,486187,GAS,217
9800,East Flanders,HOUSE,3,1933,269000,GAS,170
9200,East Flanders,HOUSE,4,1945,355000,GAS,607
9860,East Flanders,HOUSE,3,2022,420867,GAS,536
9400,East Flanders,HOUSE,4,1938,369000,ELECTRIC,620
9950,East Flanders,HOUSE,4,2011,580000,GAS,516
9900,East Flanders,HOUSE,3,2018,314836,GAS,107
9040,East Flanders,HOUSE,3,2022,395000,GAS,85
9550,East Flanders,HOUSE,2,2020,262000,GAS,120
9850,East Flanders,HOUSE,3,2021,533997,GAS,333
9860,East Flanders,HOUSE,3,2022,402887,GAS,554
9831,East Flanders,HOUSE,4,1995,1695000,ELECTRIC,1721
9200,East Flanders,HOUSE,3,1937,199000,GAS,227
9810,East Flanders,HOUSE,3,1955,315000,GAS,950
9300,East Flanders,HOUSE,3,1920,115000,GAS,50
9000,East Flanders,HOUSE,3,2022,575000,ELECTRIC,125
9500,East Flanders,HOUSE,3,2012,167500,GAS,132
9185,East Flanders,HOUSE,5,1970,849000,FUELOIL,3902
9300,East Flanders,HOUSE,5,1956,265000,GAS,762
9320,East Flanders,HOUSE,2,1965,315000,GAS,629
9700,East Flanders,HOUSE,4,1967,585000,FUELOIL,1122
9870,East Flanders,HOUSE,3,2021,398500,GAS,485
9100,East Flanders,HOUSE,2,1899,175000,GAS,60
9190,East Flanders,HOUSE,4,1936,325000,FUELOIL,550
9900,East Flanders,HOUSE,3,2022,336843,GAS,1766
9030,East Flanders,HOUSE,3,1966,529000,FUELOIL,1150
9890,East Flanders,HOUSE,5,1863,2450000,GAS,7406
9100,East Flanders,HOUSE,4,1932,425000,GAS,175
9140,East Flanders,HOUSE,2,1938,245000,GAS,145
9240,East Flanders,HOUSE,4,1930,249500,GAS,190
9090,East Flanders,HOUSE,5,1986,699000,ELECTRIC,1998
9990,East Flanders,HOUSE,3,1959,349000,GAS,473
9960,East Flanders,HOUSE,2,2016,289000,GAS,125
9000,East Flanders,HOUSE,3,1964,325000,GAS,240
9960,East Flanders,HOUSE,2,2020,310000,GAS,100
