Unnamed: 0,classified_id,classified_type,classified_price,classified_zip,classified_kitchen_type,classified_building_constructionYear,classified_building_condition,classified_energy_heatingType,classified_certificates_primaryEnergyConsumptionLevel,classified_bedroom_count,classified_land_surface,classified_outdoor_terrace_exists,customer_id
7047,10062923.0,apartment,144000,8450.0,installed,1994.0,justrenovated,gas,295.0,2.0,0.0,True,2648324.0
7050,10025876.0,apartment,149000,4040.0,0,1970.0,good,fueloil,329.0,2.0,0.0,True,1768158.0
7051,10025211.0,apartment,149000,5500.0,0,2008.0,good,gas,134.0,1.0,0.0,0,3853952.0
7052,9930007.0,apartment,149900,7170.0,installed,0.0,asnew,gas,222.0,1.0,0.0,0,1721265.0
7053,9117455.0,apartment,149900,8310.0,installed,1974.0,asnew,gas,301.0,1.0,0.0,0,1583523.0
7054,10064296.0,apartment,150000,8650.0,0,2001.0,good,gas,153.0,2.0,0.0,0,2193556.0
7055,10114523.0,apartment,150000,8870.0,installed,1970.0,justrenovated,gas,472.0,2.0,0.0,True,3622068.0
7056,10078580.0,apartment,150500,1050.0,0,0.0,good,gas,242.0,1.0,0.0,0,2997698.0
7059,9750120.0,apartment,165000,1000.0,usainstalled,0.0,good,gas,344.0,1.0,0.0,True,2191.0
7060,10158182.0,house,240000,5300.0,installed,0.0,justrenovated,fueloil,299.0,2.0,300.0,True,1629111.0
7062,10158172.0,apartment,260000,8870.0,installed,2020.0,good,gas,47.0,2.0,0.0,True,187341.0
7064,10158153.0,house,445000,1410.0,hyperequipped,1973.0,good,electric,555.0,2.0,681.0,True,1628452.0
7066,9641565.0,house,184000,2550.0,0,0.0,good,gas,0.0,5.0,155.0,True,3160564.0
7067,10121293.0,house,275000,1420.0,0,0.0,torenovate,fueloil,515.0,2.0,207.0,0,1790430.0
7068,9886145.0,apartment,165000,8530.0,0,0.0,asnew,gas,230.0,1.0,0.0,0,1620143.0
7069,10025875.0,apartment,167000,4040.0,0,1970.0,good,fueloil,329.0,2.0,0.0,True,1768158.0
7073,9888935.0,apartment,169900,2140.0,installed,0.0,good,gas,366.0,1.0,0.0,True,23235.0
7074,9839415.0,apartment,170000,4171.0,0,0.0,justrenovated,pellet,225.0,2.0,0.0,True,3470354.0
7075,9398351.0,apartment,170000,6980.0,installed,0.0,asnew,fueloil,756.0,2.0,0.0,True,1974205.0
7076,9153092.0,apartment,172500,9120.0,usahyperequipped,0.0,asnew,gas,305.0,1.0,0.0,True,2415783.0
7080,10044981.0,apartment,175000,8370.0,hyperequipped,2011.0,asnew,electric,182.0,1.0,0.0,0,615236.0
7081,10010448.0,apartment,175000,8370.0,installed,1988.0,asnew,electric,247.0,0.0,0.0,0,615236.0
7083,9933743.0,apartment,175000,9500.0,0,1980.0,justrenovated,gas,229.0,2.0,0.0,True,2368.0
7087,9710463.0,apartment,179900,8370.0,installed,1962.0,asnew,electric,619.0,2.0,0.0,0,615236.0
7089,9803729.0,apartment,180000,8434.0,installed,0.0,asnew,electric,233.0,1.0,0.0,0,2249677.0
7092,9536611.0,apartment,185000,7134.0,semiequipped,0.0,good,gas,231.0,2.0,0.0,True,2038381.0
7094,9867628.0,apartment,189900,2140.0,installed,0.0,good,gas,214.0,2.0,0.0,True,23235.0
7097,10097016.0,apartment,190000,7020.0,0,2010.0,good,gas,104.0,2.0,0.0,0,3853972.0
7098,10158182.0,house,240000,5300.0,installed,0.0,justrenovated,fueloil,299.0,2.0,300.0,True,1629111.0
7100,10158172.0,apartment,260000,8870.0,installed,2020.0,good,gas,47.0,2.0,0.0,True,187341.0
7102,10158153.0,house,445000,1410.0,hyperequipped,1973.0,good,electric,555.0,2.0,681.0,True,1628452.0
7104,9641565.0,house,184000,2550.0,0,0.0,good,gas,0.0,5.0,155.0,True,3160564.0
7105,10121293.0,house,275000,1420.0,0,0.0,torenovate,fueloil,515.0,2.0,207.0,0,1790430.0
7106,10018996.0,apartment,195000,1400.0,installed,0.0,good,gas,256.0,3.0,0.0,True,1267919.0
7109,9999004.0,apartment,195000,8620.0,semiequipped,1981.0,tobedoneup,electric,249.0,1.0,0.0,True,3167925.0
7110,10071837.0,apartment,199000,4130.0,installed,0.0,asnew,gas,202.0,1.0,0.0,True,558223.0
7114,9419733.0,apartment,201200,8434.0,hyperequipped,0.0,asnew,gas,0.0,1.0,0.0,True,2921751.0
7115,9970520.0,apartment,204000,8580.0,0,0.0,asnew,gas,216.0,2.0,0.0,0,1620143.0
7116,10114524.0,apartment,209000,8870.0,hyperequipped,1970.0,justrenovated,gas,430.0,2.0,0.0,True,3622068.0
7119,10038862.0,apartment,210000,1501.0,0,1994.0,good,electric,227.0,2.0,0.0,True,605485.0
7120,10129930.0,apartment,214000,2940.0,hyperequipped,1970.0,asnew,gas,151.0,1.0,0.0,True,3296293.0
7121,10008838.0,apartment,215000,1000.0,0,1978.0,good,gas,131.0,1.0,0.0,0,3851699.0
7123,10060225.0,apartment,215500,9800.0,semiequipped,0.0,justrenovated,gas,157.0,2.0,0.0,0,3878694.0
7124,10052384.0,apartment,219000,2930.0,semiequipped,0.0,torenovate,gas,199.0,2.0,0.0,0,3154209.0
7125,9880651.0,apartment,219000,4430.0,installed,1991.0,good,electric,189.0,3.0,0.0,0,2654558.0
7126,10071458.0,apartment,219000,8870.0,installed,0.0,asnew,gas,80.0,2.0,0.0,True,2163147.0
7131,10106532.0,apartment,225000,2170.0,0,0.0,justrenovated,gas,259.0,2.0,0.0,True,3882103.0
7136,10158182.0,house,240000,5300.0,installed,0.0,justrenovated,fueloil,299.0,2.0,300.0,True,1629111.0
7138,10158172.0,apartment,260000,8870.0,installed,2020.0,good,gas,47.0,2.0,0.0,True,187341.0
7140,10158153.0,house,445000,1410.0,hyperequipped,1973.0,good,electric,555.0,2.0,681.0,True,1628452.0
7142,9641565.0,house,184000,2550.0,0,0.0,good,gas,0.0,5.0,155.0,True,3160564.0
7143,10121293.0,house,275000,1420.0,0,0.0,torenovate,fueloil,515.0,2.0,207.0,0,1790430.0
7144,10126003.0,apartment,229000,2610.0,installed,0.0,justrenovated,gas,442.0,2.0,0.0,True,23235.0
7146,10128652.0,apartment,235000,1080.0,0,1969.0,good,gas,193.0,1.0,0.0,True,941393.0
7148,9884842.0,apartment,235000,8400.0,0,2013.0,asnew,gas,107.83,2.0,0.0,True,2252397.0
7149,10126002.0,apartment,238000,2610.0,installed,0.0,justrenovated,gas,101.0,2.0,0.0,True,23235.0
7152,10020291.0,apartment,243000,9600.0,0,2011.0,asnew,gas,115.0,2.0,0.0,True,1548676.0
7153,10101011.0,apartment,245000,1080.0,usahyperequipped,1997.0,asnew,electric,0.0,2.0,0.0,True,3881800.0
7154,10020729.0,apartment,245000,2100.0,0,1971.0,good,gas,196.0,2.0,0.0,True,2521638.0
7156,10126001.0,apartment,248000,2610.0,installed,0.0,justrenovated,gas,101.0,2.0,0.0,True,23235.0
7158,9964715.0,apartment,249000,1030.0,0,0.0,good,gas,389.0,3.0,0.0,0,605485.0
7162,10067219.0,apartment,255000,1200.0,0,0.0,asnew,electric,209.0,1.0,0.0,True,605485.0
7164,10074100.0,apartment,259000,2560.0,hyperequipped,2008.0,asnew,gas,150.0,2.0,0.0,0,3154209.0
7165,10127915.0,apartment,259000,9160.0,hyperequipped,1966.0,asnew,gas,678.0,3.0,0.0,True,414677.0
7166,9819157.0,apartment,259000,9600.0,0,1930.0,asnew,gas,71.0,1.0,0.0,0,1548676.0
7168,10128373.0,apartment,260000,3010.0,semiequipped,1991.0,tobedoneup,electric,435.0,2.0,0.0,0,3861730.0
7172,9995477.0,apartment,265000,9890.0,0,2015.0,asnew,gas,98.0,2.0,0.0,True,3274727.0
7173,10023225.0,apartment,269000,1020.0,installed,0.0,good,gas,264.0,3.0,0.0,True,76092.0
7174,10158182.0,house,240000,5300.0,installed,0.0,justrenovated,fueloil,299.0,2.0,300.0,True,1629111.0
7176,10158172.0,apartment,260000,8870.0,installed,2020.0,good,gas,47.0,2.0,0.0,True,187341.0
7178,10158153.0,house,445000,1410.0,hyperequipped,1973.0,good,electric,555.0,2.0,681.0,True,1628452.0
7180,9641565.0,house,184000,2550.0,0,0.0,good,gas,0.0,5.0,155.0,True,3160564.0
7181,10121293.0,house,275000,1420.0,0,0.0,torenovate,fueloil,515.0,2.0,207.0,0,1790430.0
7184,10125687.0,apartment,269000,9690.0,0,2015.0,asnew,gas,100.0,2.0,0.0,True,1548676.0
7185,10068423.0,apartment,269000,9900.0,installed,2019.0,asnew,gas,52.0,2.0,0.0,0,2126895.0
7186,10066599.0,apartment,270000,3000.0,installed,0.0,justrenovated,gas,342.0,1.0,0.0,0,2478814.0
7187,10128071.0,apartment,275000,1040.0,installed,1912.0,tobedoneup,fueloil,189.0,0.0,0.0,0,2352.0
7188,10048981.0,apartment,275000,2300.0,0,1950.0,good,gas,146.0,2.0,0.0,True,3849679.0
7189,10101812.0,apartment,279000,1080.0,usasemiequipped,1997.0,asnew,electric,393.0,2.0,0.0,True,3881817.0
7191,10123881.0,apartment,279000,2440.0,installed,1991.0,good,gas,0.0,2.0,0.0,True,2521638.0
7193,10096429.0,apartment,279000,8800.0,hyperequipped,2006.0,asnew,gas,113.0,3.0,0.0,True,3622068.0
7194,10126996.0,apartment,287000,9050.0,installed,1978.0,asnew,gas,191.0,3.0,0.0,0,7860.0
7195,10102489.0,apartment,289000,2100.0,installed,0.0,asnew,gas,142.0,3.0,0.0,True,291171.0
7196,10102488.0,apartment,289000,2100.0,installed,0.0,asnew,gas,158.0,3.0,0.0,True,291171.0
7197,9761303.0,apartment,289000,9890.0,0,0.0,asnew,gas,97.0,3.0,0.0,True,3274727.0
7198,10119471.0,apartment,295000,8020.0,usahyperequipped,2007.0,asnew,gas,169.0,2.0,0.0,True,2562644.0
7201,10112893.0,apartment,299000,2550.0,installed,2014.0,asnew,gas,133.0,1.0,0.0,0,3824220.0
7203,10122213.0,apartment,299000,2660.0,installed,1997.0,asnew,gas,262.0,3.0,0.0,True,3824220.0
7206,9712634.0,apartment,299000,8670.0,0,1969.0,asnew,gas,204.0,3.0,0.0,True,653352.0
7211,10066601.0,apartment,310000,3000.0,hyperequipped,0.0,justrenovated,gas,135.0,1.0,0.0,0,2478814.0
7212,10158182.0,house,240000,5300.0,installed,0.0,justrenovated,fueloil,299.0,2.0,300.0,True,1629111.0
7214,10158172.0,apartment,260000,8870.0,installed,2020.0,good,gas,47.0,2.0,0.0,True,187341.0
7216,10158153.0,house,445000,1410.0,hyperequipped,1973.0,good,electric,555.0,2.0,681.0,True,1628452.0
7218,9641565.0,house,184000,2550.0,0,0.0,good,gas,0.0,5.0,155.0,True,3160564.0
7219,10121293.0,house,275000,1420.0,0,0.0,torenovate,fueloil,515.0,2.0,207.0,0,1790430.0
7220,9948329.0,apartment,310000,8490.0,installed,2015.0,asnew,gas,127.83,2.0,0.0,0,2142819.0
7222,10066604.0,apartment,320000,3000.0,hyperequipped,0.0,justrenovated,gas,132.0,1.0,0.0,0,2478814.0
7223,10129118.0,apartment,325000,5030.0,semiequipped,2011.0,good,gas,134.0,3.0,0.0,True,1400721.0
7227,10124911.0,apartment,339000,1040.0,0,1959.0,torenovate,gas,211.0,2.0,0.0,True,3834287.0
7228,10040243.0,apartment,340000,8670.0,usainstalled,2019.0,asnew,gas,71.0,1.0,0.0,True,3877464.0
7229,10129883.0,apartment,340000,9000.0,installed,1967.0,justrenovated,gas,81.0,3.0,0.0,0,1915103.0
7230,9769280.0,apartment,345000,1000.0,installed,2012.0,good,electric,212.0,1.0,0.0,True,3840136.0
7231,9855441.0,apartment,349000,2300.0,0,0.0,asnew,gas,165.0,3.0,0.0,True,281421.0
7232,10107393.0,apartment,349000,9700.0,0,2015.0,asnew,gas,204.0,2.0,0.0,True,1548676.0
7233,10101123.0,apartment,349000,9700.0,0,2015.0,asnew,gas,204.0,2.0,0.0,True,1548676.0
7236,9514667.0,apartment,365000,2830.0,0,2014.0,asnew,gas,89.0,2.0,0.0,True,2037100.0
7237,9514666.0,apartment,365000,2850.0,0,2014.0,asnew,gas,89.0,2.0,0.0,True,2037100.0
7238,10085696.0,apartment,365000,8300.0,installed,1975.0,justrenovated,gas,151.0,0.0,0.0,0,3878463.0
7239,10084259.0,apartment,375000,2000.0,hyperequipped,0.0,asnew,gas,99.0,2.0,0.0,True,2837127.0
7241,10112561.0,apartment,375000,9500.0,0,2022.0,asnew,gas,91.0,2.0,0.0,True,2368.0
7242,10111646.0,apartment,379000,8450.0,installed,2020.0,asnew,gas,66.0,2.0,0.0,0,2126895.0
7243,10128074.0,apartment,380000,1040.0,installed,1912.0,torenovate,fueloil,413.0,2.0,0.0,True,2352.0
7244,10011715.0,apartment,380000,1180.0,0,1974.0,torenovate,gas,247.0,3.0,0.0,0,337386.0
7247,10008294.0,apartment,394000,2018.0,hyperequipped,0.0,asnew,gas,121.0,1.0,0.0,True,2837127.0
7250,10158182.0,house,240000,5300.0,installed,0.0,justrenovated,fueloil,299.0,2.0,300.0,True,1629111.0
7252,10158172.0,apartment,260000,8870.0,installed,2020.0,good,gas,47.0,2.0,0.0,True,187341.0
7254,10158153.0,house,445000,1410.0,hyperequipped,1973.0,good,electric,555.0,2.0,681.0,True,1628452.0
7256,9641565.0,house,184000,2550.0,0,0.0,good,gas,0.0,5.0,155.0,True,3160564.0
7257,10121293.0,house,275000,1420.0,0,0.0,torenovate,fueloil,515.0,2.0,207.0,0,1790430.0
7258,9637107.0,apartment,399000,4000.0,0,1930.0,asnew,gas,142.0,1.0,0.0,True,382808.0
7260,10124189.0,apartment,398000,8400.0,hyperequipped,1968.0,justrenovated,gas,0.0,2.0,0.0,True,3614862.0
7261,10103198.0,apartment,429000,9900.0,installed,2011.0,asnew,gas,97.0,3.0,0.0,0,2126895.0
7267,10078226.0,apartment,450000,9000.0,installed,0.0,asnew,gas,152.0,2.0,0.0,0,3709747.0
7268,9903295.0,apartment,459000,2880.0,hyperequipped,0.0,asnew,gas,0.0,2.0,0.0,True,3794265.0
7270,10081477.0,apartment,470000,2000.0,0,2013.0,good,gas,113.0,2.0,0.0,True,3880331.0
7273,10120645.0,apartment,499000,9700.0,0,2006.0,asnew,gas,214.0,2.0,0.0,True,1548676.0
7278,10109051.0,apartment,625000,8300.0,0,2001.0,asnew,gas,84.0,2.0,0.0,True,546282.0
7282,10082296.0,apartment,650000,1070.0,notinstalled,1918.0,good,gas,421.0,3.0,0.0,True,2443353.0
7283,9082207.0,apartment,660000,1000.0,hyperequipped,0.0,asnew,gas,164.0,3.0,0.0,True,3605385.0
7284,10123916.0,apartment,675000,8300.0,usahyperequipped,1967.0,asnew,gas,102.0,2.0,0.0,0,3740780.0
7285,10058240.0,apartment,675000,8300.0,hyperequipped,1967.0,justrenovated,gas,102.0,2.0,0.0,0,3878461.0
7286,10067812.0,apartment,690000,1180.0,hyperequipped,0.0,good,gas,131.0,2.0,0.0,True,2443364.0
7288,10158182.0,house,240000,5300.0,installed,0.0,justrenovated,fueloil,299.0,2.0,300.0,True,1629111.0
7290,10158172.0,apartment,260000,8870.0,installed,2020.0,good,gas,47.0,2.0,0.0,True,187341.0
7292,10158153.0,house,445000,1410.0,hyperequipped,1973.0,good,electric,555.0,2.0,681.0,True,1628452.0
7294,9641565.0,house,184000,2550.0,0,0.0,good,gas,0.0,5.0,155.0,True,3160564.0
7295,10121293.0,house,275000,1420.0,0,0.0,torenovate,fueloil,515.0,2.0,207.0,0,1790430.0
7296,9383969.0,apartment,790000,1180.0,0,1992.0,asnew,gas,249.0,3.0,0.0,True,1453.0
7315,10026630.0,apartment,230000,1420.0,installed,1990.0,good,gas,154.0,1.0,0.0,0,1267919.0
7316,10133319.0,apartment,225000,7330.0,installed,0.0,justrenovated,gas,177.0,3.0,0.0,0,2629811.0
7317,10133318.0,apartment,225000,7330.0,installed,0.0,justrenovated,gas,177.0,3.0,0.0,0,2629811.0
7318,10133316.0,apartment,225000,7330.0,installed,0.0,justrenovated,gas,177.0,3.0,0.0,0,2629811.0
7319,10132746.0,apartment,250000,1180.0,installed,0.0,good,fueloil,515.0,1.0,0.0,True,2724278.0
7325,10041976.0,apartment,139000,4040.0,0,0.0,good,fueloil,237.0,2.0,0.0,True,1464514.0
7326,10158182.0,house,240000,5300.0,installed,0.0,justrenovated,fueloil,299.0,2.0,300.0,True,1629111.0
7328,10158172.0,apartment,260000,8870.0,installed,2020.0,good,gas,47.0,2.0,0.0,True,187341.0
7330,10158153.0,house,445000,1410.0,hyperequipped,1973.0,good,electric,555.0,2.0,681.0,True,1628452.0
7332,9641565.0,house,184000,2550.0,0,0.0,good,gas,0.0,5.0,155.0,True,3160564.0
7333,10121293.0,house,275000,1420.0,0,0.0,torenovate,fueloil,515.0,2.0,207.0,0,1790430.0
7338,10045433.0,apartment,295000,4041.0,installed,2013.0,asnew,gas,100.0,3.0,0.0,True,1587457.0
7349,10099520.0,apartment,258250,9500.0,hyperequipped,2020.0,asnew,gas,49.0,2.0,0.0,True,2368.0
7351,10039489.0,apartment,269000,1785.0,installed,2022.0,good,gas,0.0,1.0,0.0,True,2019.0
7352,10139863.0,apartment,279000,2800.0,installed,1962.0,asnew,gas,329.0,2.0,0.0,True,875358.0
7355,9931240.0,apartment,299000,4845.0,0,2022.0,asnew,gas,0.0,2.0,0.0,True,2654558.0
7356,10096603.0,apartment,299000,4900.0,0,2022.0,asnew,gas,0.0,2.0,0.0,True,2654558.0
7360,10138522.0,apartment,335000,3200.0,installed,2021.0,asnew,gas,51.0,2.0,0.0,True,293024.0
7364,10158182.0,house,240000,5300.0,installed,0.0,justrenovated,fueloil,299.0,2.0,300.0,True,1629111.0
7366,10158172.0,apartment,260000,8870.0,installed,2020.0,good,gas,47.0,2.0,0.0,True,187341.0
7368,10158153.0,house,445000,1410.0,hyperequipped,1973.0,good,electric,555.0,2.0,681.0,True,1628452.0
7370,9641565.0,house,184000,2550.0,0,0.0,good,gas,0.0,5.0,155.0,True,3160564.0
7371,10121293.0,house,275000,1420.0,0,0.0,torenovate,fueloil,515.0,2.0,207.0,0,1790430.0
7375,9625972.0,apartment,505000,9880.0,hyperequipped,0.0,asnew,gas,0.0,2.0,0.0,True,1855110.0
7377,9931241.0,apartment,597000,4845.0,0,2022.0,asnew,gas,0.0,4.0,0.0,True,2654558.0
7378,10089714.0,apartment,790000,9051.0,installed,2022.0,asnew,gas,0.0,3.0,0.0,True,3180660.0
7381,10046741.0,apartment,99500,8670.0,installed,0.0,good,gas,0.0,0.0,0.0,0,3877819.0
7396,10133717.0,apartment,249000,2660.0,0,0.0,asnew,gas,94.0,3.0,0.0,True,3702188.0
7398,10151292.0,apartment,185000,8620.0,0,2018.0,asnew,electric,0.0,2.0,0.0,0,1548676.0
7402,10158182.0,house,240000,5300.0,installed,0.0,justrenovated,fueloil,299.0,2.0,300.0,True,1629111.0
7404,10158172.0,apartment,260000,8870.0,installed,2020.0,good,gas,47.0,2.0,0.0,True,187341.0
7406,10158153.0,house,445000,1410.0,hyperequipped,1973.0,good,electric,555.0,2.0,681.0,True,1628452.0
7408,9641565.0,house,184000,2550.0,0,0.0,good,gas,0.0,5.0,155.0,True,3160564.0
7409,10121293.0,house,275000,1420.0,0,0.0,torenovate,fueloil,515.0,2.0,207.0,0,1790430.0
7411,10150956.0,apartment,349000,1160.0,installed,1962.0,tobedoneup,gas,312.0,2.0,0.0,True,3705284.0
7414,10136213.0,apartment,199000,2660.0,semiequipped,0.0,asnew,gas,346.0,2.0,0.0,0,3852474.0
7415,10154551.0,apartment,385000,1040.0,installed,1912.0,tobedoneup,fueloil,246.0,2.0,0.0,0,2352.0
7422,9268053.0,apartment,96000,1210.0,notinstalled,1935.0,good,gas,333.0,0.0,0.0,0,2019.0
7423,10059709.0,apartment,119000,8620.0,0,1967.0,tobedoneup,electric,413.0,0.0,0.0,True,2997026.0
7425,10056746.0,apartment,139000,4000.0,semiequipped,1968.0,good,gas,347.0,1.0,0.0,0,1798121.0
7426,9964866.0,apartment,140000,4030.0,semiequipped,0.0,good,gas,373.0,3.0,0.0,0,3663602.0
7427,10088839.0,apartment,149000,6000.0,installed,0.0,good,fueloil,189.0,2.0,0.0,0,3048063.0
7428,10007152.0,apartment,149000,8400.0,installed,1964.0,good,gas,174.0,1.0,0.0,0,501124.0
7429,9806505.0,apartment,155000,5500.0,installed,2008.0,good,gas,226.0,1.0,0.0,0,3853952.0
7430,9959855.0,apartment,160000,1300.0,0,0.0,torenovate,gas,0.0,1.0,0.0,True,2258636.0
7431,9658617.0,apartment,164000,4460.0,semiequipped,0.0,asnew,gas,182.0,3.0,0.0,0,1587457.0
7432,9967982.0,apartment,165000,5000.0,installed,0.0,tobedoneup,gas,236.0,2.0,0.0,0,2206183.0
7433,9866765.0,apartment,165000,7382.0,installed,0.0,good,gas,100.0,2.0,0.0,True,968662.0
7434,10012320.0,apartment,167500,8570.0,installed,2002.0,asnew,gas,147.0,1.0,0.0,True,1629949.0
7436,10070345.0,apartment,169000,8870.0,installed,1977.0,good,electric,269.0,2.0,0.0,0,2373640.0
7439,10076917.0,apartment,175000,8420.0,installed,1978.0,good,gas,588.0,3.0,0.0,0,3855002.0
7440,10158182.0,house,240000,5300.0,installed,0.0,justrenovated,fueloil,299.0,2.0,300.0,True,1629111.0
7442,10158172.0,apartment,260000,8870.0,installed,2020.0,good,gas,47.0,2.0,0.0,True,187341.0
7444,10158153.0,house,445000,1410.0,hyperequipped,1973.0,good,electric,555.0,2.0,681.0,True,1628452.0
7446,9641565.0,house,184000,2550.0,0,0.0,good,gas,0.0,5.0,155.0,True,3160564.0
7447,10121293.0,house,275000,1420.0,0,0.0,torenovate,fueloil,515.0,2.0,207.0,0,1790430.0
7449,10078075.0,apartment,177000,7800.0,installed,0.0,good,gas,155.0,3.0,0.0,True,3876246.0
7450,9829213.0,apartment,179000,1070.0,installed,1958.0,good,electric,354.0,2.0,0.0,True,3826086.0
7456,10032523.0,apartment,185000,4020.0,semiequipped,0.0,good,gas,213.0,2.0,0.0,True,1587457.0
7459,9939500.0,apartment,195000,4020.0,installed,0.0,asnew,gas,165.0,2.0,0.0,True,1768158.0
7461,9999965.0,apartment,199000,1190.0,0,1930.0,good,gas,0.0,1.0,0.0,0,2289047.0
7462,9931430.0,apartment,199000,9255.0,installed,1995.0,good,gas,175.0,2.0,0.0,0,388096.0
7463,9846089.0,apartment,199000,9600.0,installed,2019.0,asnew,gas,0.0,1.0,0.0,True,3141836.0
7464,10109566.0,apartment,199900,2020.0,installed,0.0,good,fueloil,163.0,1.0,0.0,0,23235.0
7465,10076179.0,apartment,205000,4280.0,installed,0.0,good,gas,184.0,2.0,0.0,True,3199919.0
7466,9846087.0,apartment,205000,9600.0,installed,2019.0,asnew,gas,0.0,1.0,0.0,True,3141836.0
7467,9846086.0,apartment,209500,9600.0,installed,2019.0,asnew,gas,0.0,1.0,0.0,True,3141836.0
7471,9846088.0,apartment,215000,9600.0,installed,2019.0,asnew,gas,0.0,1.0,0.0,True,3141836.0
7472,9961250.0,apartment,219000,8670.0,0,1964.0,asnew,electric,207.0,0.0,0.0,0,653352.0
7474,9902093.0,apartment,224000,9400.0,installed,1976.0,good,gas,132.0,2.0,0.0,True,483092.0
7475,9846084.0,apartment,224500,9600.0,installed,2019.0,asnew,gas,0.0,1.0,0.0,True,3141836.0
7476,10030748.0,apartment,225000,1050.0,semiequipped,0.0,good,gas,345.0,1.0,0.0,True,3447566.0
7478,10158182.0,house,240000,5300.0,installed,0.0,justrenovated,fueloil,299.0,2.0,300.0,True,1629111.0
7480,10158172.0,apartment,260000,8870.0,installed,2020.0,good,gas,47.0,2.0,0.0,True,187341.0
7482,10158153.0,house,445000,1410.0,hyperequipped,1973.0,good,electric,555.0,2.0,681.0,True,1628452.0
7484,9641565.0,house,184000,2550.0,0,0.0,good,gas,0.0,5.0,155.0,True,3160564.0
7485,10121293.0,house,275000,1420.0,0,0.0,torenovate,fueloil,515.0,2.0,207.0,0,1790430.0
7486,9997451.0,apartment,225000,7160.0,installed,0.0,asnew,gas,126.0,3.0,0.0,True,1926716.0
7490,10068766.0,apartment,237900,2610.0,installed,0.0,justrenovated,gas,607.0,2.0,0.0,True,23235.0
7492,9846085.0,apartment,239000,9600.0,installed,2019.0,asnew,gas,0.0,1.0,0.0,True,3141836.0
7493,9966939.0,apartment,245000,1120.0,semiequipped,0.0,good,gas,274.0,2.0,0.0,True,2059724.0
7494,10116520.0,apartment,245000,1200.0,hyperequipped,0.0,good,gas,693.0,1.0,0.0,True,1643418.0
7496,10037831.0,apartment,249000,2450.0,hyperequipped,0.0,good,gas,85.0,2.0,0.0,True,2521638.0
7498,10124743.0,apartment,250000,1040.0,0,1956.0,good,fueloil,813.0,1.0,0.0,0,2105199.0
7499,9985040.0,apartment,250000,1300.0,semiequipped,0.0,good,gas,418.0,1.0,0.0,0,2258636.0
7500,9985039.0,apartment,250000,1300.0,semiequipped,0.0,good,gas,418.0,1.0,0.0,0,2258636.0
7502,10119854.0,apartment,260000,1070.0,usahyperequipped,0.0,good,gas,293.0,2.0,0.0,True,1512111.0
7505,10117933.0,apartment,267000,9050.0,installed,1978.0,asnew,gas,220.0,2.0,0.0,0,7860.0
7510,9252930.0,apartment,288700,1360.0,usahyperequipped,2021.0,asnew,gas,0.0,2.0,0.0,True,2577044.0
7511,7858699.0,apartment,295000,8700.0,installed,2016.0,good,gas,83.95,2.0,0.0,0,2142809.0
7514,10092729.0,apartment,299000,9255.0,hyperequipped,2012.0,asnew,gas,184.0,2.0,0.0,True,388096.0
7516,10158182.0,house,240000,5300.0,installed,0.0,justrenovated,fueloil,299.0,2.0,300.0,True,1629111.0
7518,10158172.0,apartment,260000,8870.0,installed,2020.0,good,gas,47.0,2.0,0.0,True,187341.0
7520,10158153.0,house,445000,1410.0,hyperequipped,1973.0,good,electric,555.0,2.0,681.0,True,1628452.0
7522,9641565.0,house,184000,2550.0,0,0.0,good,gas,0.0,5.0,155.0,True,3160564.0
7523,10121293.0,house,275000,1420.0,0,0.0,torenovate,fueloil,515.0,2.0,207.0,0,1790430.0
7524,10062647.0,apartment,300000,8370.0,installed,1968.0,justrenovated,gas,168.0,2.0,0.0,True,615236.0
7530,10062376.0,apartment,326000,8400.0,installed,2017.0,asnew,gas,59.0,2.0,0.0,True,807837.0
7537,10043862.0,apartment,369900,8820.0,installed,1998.0,good,gas,236.0,2.0,0.0,0,3855000.0
7539,10024497.0,apartment,375000,8000.0,installed,1989.0,good,electric,300.0,3.0,0.0,0,2547553.0
7541,9997454.0,apartment,380000,7160.0,installed,0.0,asnew,gas,126.0,5.0,0.0,True,1926716.0
7542,10093115.0,apartment,390000,9820.0,hyperequipped,2007.0,asnew,gas,100.0,3.0,0.0,True,2368.0
7543,9481450.0,apartment,395000,2000.0,usahyperequipped,2021.0,asnew,gas,0.0,2.0,0.0,0,2184.0
7544,9928911.0,apartment,399000,9340.0,hyperequipped,2004.0,asnew,gas,169.0,4.0,0.0,True,1926187.0
7545,9912450.0,apartment,399900,2018.0,usahyperequipped,0.0,good,gas,97.0,3.0,0.0,True,23235.0
7548,10103959.0,apartment,465000,1180.0,usahyperequipped,2016.0,good,gas,0.0,2.0,0.0,True,1247379.0
7549,9712071.0,apartment,470000,4000.0,hyperequipped,0.0,good,gas,166.0,2.0,0.0,True,836984.0
7554,10158182.0,house,240000,5300.0,installed,0.0,justrenovated,fueloil,299.0,2.0,300.0,True,1629111.0
7556,10158172.0,apartment,260000,8870.0,installed,2020.0,good,gas,47.0,2.0,0.0,True,187341.0
7558,10158153.0,house,445000,1410.0,hyperequipped,1973.0,good,electric,555.0,2.0,681.0,True,1628452.0
7560,9641565.0,house,184000,2550.0,0,0.0,good,gas,0.0,5.0,155.0,True,3160564.0
